"","plot_year","ACHMIL","ACMAME","ACMBRA","ACMWRA","AESCAL","AGOGRA","AIRCAR","ALLGIL","AMSMEN","LYSARV","ANTVEX","APHOCC","APIANG","ASCSOL","ASTER","ASTGAM","ATHPUS","AVEBAR","BRADIS","BRODIA","BRODIEA","BROHOR","BROMAD","CALAMA","CALBRE","CALMEN","CALPUR","CALSPL","CAMINT","CAMPANULACEAE","CAROLI","CARPYC","CASAFF","CASATT","CAULAS","CENMEL","CERGLO","CHLPOM","CIRSIUM","CLACON","CLAGRA","CLAPAR","CLAPUR","CLARKIA","CLAUNG","CLELAS","COLGRA","COLHET","COLLINSIA","COLSPA","CRACON","CROSCO","CRYPTANTHA","CYNGRA","DAUPUS","DESDAN","DICFOR","DICVOL","DIPCAP","EMMPEN","EPIBRA","EPIMIN","ERICAL","ERIDAS","ERILAN","ERINUD","EROBOT","EROCIC","EROMOS","ESCCAE","FESBRO","FESMIC","FESMYU","FESOCT","FESTUCA","GALAPA","GALMUR","GALPAR","GALPOR","GASPHL","GERDIS","GERMOL","GILCAP","GITSPE","GRASS_UNK","HELCAL","HESMIC","HYPGLA","KOEMAC","LACSER","LATVES","LEPBIC","LOGFIL","LOGGAL","LOMCAL","LOMUTR","LUPNAN","LUPSUC","MADELE","MADGRA","MADIA","MADSAT","MARFAB","MARWAT","MEDPOL","MELICA","MELIMP","MELTOR","MICCAL","MONVIL","NEMHET","NEMMEN","PELAND","PELMUC","PENTRI","PHADIS","PHAIMB","PHALARIS","PIPERIA","PLAERE","PLECTRITIS","POASEC","PRIHEN","RAFCAL","RANHEB","RIBMAL","SALCOL","SANBIP","SANCRA","SCRCAL","SENVUL","SILANT","SILGAL","SILMAR","SOLXAN","SONASP","SONOLE","STAALB","STARIG","STEMED","STILEP","STIPUL","STRGLA","SYMALB","SYMMOL","THYCUR","TORARV","TORNOD","TOXFRE","TRIBIF","TRICIL","TRIFOLIUM","TRIHIR","TRILAX","TRIMIC","TRIMIC2","TRIWIL","unknown_forb","UROLIN","WYEANG","YABMIC","ACMGLA","ADFA","MIMAUR","LEPCAL","HEAR","TOXDIV","QUWI","FRADIP","CEACUN","QUEBER","CEAOLI","ARCMAN","HOLDIS","CERBET","RHAILI"
"31","BOB013_2022",0,0,0,3.3,0,0,0,0,13,0,0,0,0,0,0,0,0,260,0,0,0,0,33,0,0,0,0,0,0,0,0,0.3,0,0,0,14.5,0,1,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0,23,0,3,0,0,95,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5,0,0.2,0,0,3,30,0,0.2,0,0,20,0.2,0,5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0.2,0,0.6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,0,0
"32","BOB013_2021",0,0,0,2.5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,150,5,0,0,0,2.1,0,0.2,0,0,0,0,0,0,0,0,0,0,14.3,0,11.8,0,0,0,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,5.4,0,0.1,0,0,15.7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,5,0.3,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,2.8,0,0,0,0.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.2,0,0.4,0,3.1,0,0,0,0,2.8,0,0,0,0,0,0.6,0,0,0,26,0,21.5,0,0,0,0,0,0,0,0,0
"33","BOB015_2021",0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,5.1,0,0,0,0,0,0,0,0,3.8,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.3,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,13,24.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,88,0,7,0,0,0,0,0,0,0,0,0
"34","BOB015_2022",0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,115,0.5,0,0,0,0,0,0,0,8.1,0,0,0,24.3,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,30,0.7,0,0,0.3,0,0,0,0,5,0,0,0,0,1.2,0,0,0,0,242,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2.5,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,3,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,153,5,0,0,0,0,0,0,0,0,0,0
"35","BOB017_2022",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,42.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,25,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.05,17,0,1,0,0,0,0,0,0,0,0,0,0,0
"36","BOB019_2022",0,0,0,0.55,0,0,0,0,2,0,0,0,0,0,4,0,0,137,0,0,0,26,0.1,0,0,0,0,0,0,0,0,6,0,0.2,0,2.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,0,0,0,175,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.6,5,0,0,0,0,0,0,0,0,0,0,3.1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.3,0,0.5,0,0,0,0,0,0,0,0,0.2,1.5,0,0.1,0,0,0,20,0.1,0,0,0,0,0,0,0,0,0,0,94,0,12,0,0,0,0,0,0,0,0,0
"37","CCC003_2022",0,0,0,16,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,16.4,0,0,0,0,0,0,11.5,0,0,0,0,0,0
"38","CCC005_2022",0,0,0,115,0,0,0,0,0,0,52,0,3.7,0,0,0,0,0,0.1,0,4,0,72.5,0,6,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,44,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,8,0,0,0,0,0,0,49.5,7.1,0,11,0,0,0,0,2,0,0,0,0,0,0
"39","CCC007_2021",0,0,0,4.2,0,0,0,0,4.5,0,0,0,0,0,0,0,0,193,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,2,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,2,0,0.6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"40","CCC007_2022",0,0,0,8.1,0,0,0,0,1.5,0,0.1,0,0,0,0,0,0,432,0,0,0,2.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,2.5,0,0,0,0,7.5,0,0,0,0,3.4,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.5,0,0,3,2.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,5.5,0.4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"41","CCC008_2021",0,0,0,3,0,0,0,0,0,0,20.5,0,0.5,0,0,7,0,50,0,0,0,2,6.5,0,15.4,0,0,0,0,0,0,0,0,0,1.6,58,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,1,0,0,0,0,7.5,0,0,0,0,9.3,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,30.3,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,2.1,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","CCC008_2022",0,0,0,12,0,0,0,0,0,0,9.5,0,1,0,0,0.5,0,160,0,0,0,6.4,14.4,0,0,0,0,0,0,0,0,0,0,0,0,81,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,21.2,0,0,0.7,0,1,0,0,3,0,0,0,0,23,0,4,0,0,9,0,0,0,0,0.1,0,0,0,0,21.1,0,0,0,0,1.7,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.2,0,0,0,0,0,3.5,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","CCC009_2021",0,0,0,26,0,0,0,0,0,0,4.6,0,0.2,0,0,0,0,14,0,0,0,0,1.3,0,23,0,0,1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,7.1,0,0,4.5,0,0.1,0,0,35,0,92,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,0,0,0,1.9,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","CCC009_2022",0,0,0,82,0,0,0,0,0,0,6.2,0,0,0,0,2.5,0,48,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.1,1,0,0,5,0,0,0,0,42.5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0.5,0,0,3.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","CCC011_2021",0,0,0,1.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,37.5,0,0,0,0.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7,0,0,0,0,7,0,0,0,0.1,0,0,0,0,0.3,0,0,4.5,0,0.2,0,0,10,0,0.5,0,0,3.3,0,0,0,0,7,0,0,0,0,0,0.1,0,0,0,42.3,0,0,0,3.7,0.1,0,0,1.5,0,0,3.6,0,1.5,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.4,3.2,0,0.7,18,0,0,0,9,0,0,0.1,30,0,0,0,0.1,0
"46","COL007_2022",0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15.1,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,66.5,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2.5,1.9,0,0,0,5.2,0,2.2,0,0,102.5,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0
"47","COL007_2021",0,0,0,1,0,0,0,0,0,0,0,0,24.1,0,0,0,0,0.1,0,0,0,0.5,52,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,4,2,0,0,0,0,0,6,0,11,0,9,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.2,0,40,1,0,0,0,0,0,0,0,0,0,0,0
"48","COL018_2021",0,0,0,1.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,35,14,0,0,2,11,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,6,0,0,0,0,5.5,0,58.1,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","COL018_2022",0,0,0,5.8,0,0,0,0,0,0,0.7,0,0,0,0,0,0,185,40,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,4,2,0,0,0,18,0,6.5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","QUA001_2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0
"51","QUA010_2021",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,0,0,0,0,0,0,0,2.5,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","CCC010_2021",0,0,0,0,0,0,0.4,0,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.2,0.5,0,8.1,0,0,0,1.5,0,0,0,0.1,0,0,0,0,0,0,0,6,0,0,0,0,2.4,0,0,0,0,2,0,0,0,0.5,39.5,0,0,0.2,0,0,0.7,0.8,0,0,2.9,0,0,0,0,0,0,0.3,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.3,30.5,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,6.6,0,0,0,38.3,0,0,0,0,0
"53","QUA022_2022",0,0,0,0,0,0,1.5,0,0,0.5,0,0,1.6,0,0,0,0,52.2,0,6,0,15,6,0,0,0,7,0,0,0,0,6,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,20,0,0,0,0,114,0,0.3,0,0,3.1,0,0,0,5.5,0,0,0,0,0,6,0,2,0,0,0,3.2,0,0,0,0,0,0,0,0,12,0,1.5,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","BOB003_2021",0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,2.9,0,11.5,0,0,0,0,0,0,0,0,0,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,10,0,0,0,0,30.5,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,11.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"55","BOB003_2022",0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,155,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,0,0,7,0.05,35.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0.6,0,0,0,0,0.1,1,0,0,0,0,0,0,29.5,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,15,0,0,36,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,5.05,0,0.1,6,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,2,0,0.1,0,0,0.05,0,0,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","COL012_2021",0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1.1,80,0,0.1,0,0,0,0,0,0,0,0,0.5,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,10.1,0,0,0,0,60,0,0,0,0,0,0,0,0.1,0,0,0,50,0,0,7,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
"57","COL012_2022",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,112.1,2,2.2,0,0,0,0,0,0,0,0,0,0,2,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2,0.2,0,0,30,0,4.5,0,0,60,0,0,0,0,300,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,7.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0.2,0,0,0.1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","BOB007_2021",0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,12.5,0.3,0,0,28,29.1,0,0,0,8,0,0,0,0,1.4,0,0,0,2.3,0.2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6,105,0,0,0.2,0,0,0.5,0.5,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3.1,4.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,5,0,59,6,32,0,0,0,0,0,0,0,0,0
"59","BOB007_2022",0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,35,0,0,0,50,76,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0.1,0,0,0,0,0,3.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,7.1,0,0,0,8,0,0,0,0,0,0,0,0,0,20,0,150,20,68,0,0,0,0,0,0,0,0,0
"60","BOB016_2021",0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,23,0,0,0,0,8.6,0,0,0,0,0,0,0,0.3,1.2,0,0,0,20.8,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,0,0,6.3,0,0.6,0,0,28.2,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0.3,14,0.4,0.1,0,0,0,0,0,9.5,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,4,0,0,0,0,0.2,0,3.4,4,0,0,0,0,5,0,0,0,0.1,0,0,0,0,0,0.2,44,5,10,0,0,0,0,0,0,0,0,0
"61","CCC012_2022",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,255,0,0,0,0.5,0.3,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5.7,0,0,25,0,2.2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,30,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0.1,70.7,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.1,0,36,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,12,7.5,20,0,2.5,0,0,0.1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"62","QUA003_2021",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","QUA004_2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
